timestamp,signal
0.000000,0.051642
0.004000,1.117612
0.008000,0.801968
0.012000,0.493674
0.016000,1.216773
0.020000,1.921234
0.024000,1.478710
0.028000,-0.078370
0.032000,0.059686
0.036000,1.193516
0.040000,0.830104
0.044000,-0.200770
0.048000,-0.135681
0.052000,1.100253
0.056000,0.987585
0.060000,-0.322712
0.064000,-0.791829
0.068000,-0.135647
0.072000,-0.412166
0.076000,-1.598520
0.080000,-2.133723
0.084000,-1.033656
0.088000,0.067691
0.092000,-0.369832
0.096000,-0.667476
0.100000,0.435791
0.104000,2.042557
0.108000,1.327025
0.112000,0.465187
0.116000,0.775076
0.120000,2.065908
0.124000,1.379153
0.128000,0.364715
0.132000,0.386294
0.136000,1.466846
0.140000,1.864658
0.144000,0.736243
0.148000,0.801084
0.152000,1.181999
0.156000,1.476956
0.160000,-0.908903
0.164000,-0.935513
0.168000,-0.475294
0.172000,-0.600525
0.176000,-1.306987
0.180000,-1.176881
0.184000,0.253558
0.188000,1.045257
0.192000,0.843300
0.196000,0.463798
0.200000,0.755085
0.204000,1.594823
0.208000,0.857185
0.212000,0.118080
0.216000,0.933148
0.220000,2.270879
0.224000,1.394417
0.228000,1.166612
0.232000,1.442651
0.236000,2.692720
0.240000,2.139536
0.244000,0.834004
0.248000,0.488071
0.252000,1.438057
0.256000,0.733372
0.260000,-0.632958
0.264000,-1.262986
0.268000,0.075275
0.272000,0.187307
0.276000,-0.230254
0.280000,-0.724785
0.284000,0.730748
0.288000,1.394519
0.292000,0.629928
0.296000,-0.418440
0.300000,0.452546
0.304000,1.129456
0.308000,0.851088
0.312000,0.477924
0.316000,1.192979
0.320000,2.800255
0.324000,2.457154
0.328000,1.838488
0.332000,1.942190
0.336000,2.723817
0.340000,2.255547
0.344000,0.290126
0.348000,-0.121158
0.352000,0.689978
0.356000,0.664085
0.360000,-0.049632
0.364000,-0.455845
0.368000,0.654234
0.372000,0.845489
0.376000,-0.198973
0.380000,-0.456767
0.384000,0.803848
0.388000,1.038847
0.392000,0.249543
0.396000,-0.304197
0.400000,0.592493
0.404000,1.631872
0.408000,1.914204
0.412000,1.053996
0.416000,2.078744
0.420000,3.382636
0.424000,2.880198
0.428000,1.759748
0.432000,1.907286
0.436000,2.576475
0.440000,1.830438
0.444000,0.337478
0.448000,0.540146
0.452000,1.205582
0.456000,1.499998
0.460000,0.417447
0.464000,-0.016878
0.468000,1.012672
0.472000,1.319831
0.476000,-0.366901
0.480000,-0.929632
0.484000,0.069609
0.488000,0.798932
0.492000,0.463327
0.496000,0.074011
0.500000,1.014505
0.504000,2.414626
0.508000,2.328986
0.512000,1.407455
0.516000,1.944742
0.520000,2.837520
0.524000,2.243198
0.528000,1.013821
0.532000,1.323381
0.536000,1.598478
0.540000,1.852147
0.544000,0.926685
0.548000,1.004666
0.552000,2.227989
0.556000,1.781310
0.560000,0.396383
0.564000,0.114287
0.568000,0.668521
0.572000,0.596890
0.576000,-0.448535
0.580000,-1.006928
0.584000,-0.093337
0.588000,1.185520
0.592000,0.642258
0.596000,0.353577
0.600000,1.704987
0.604000,2.929327
0.608000,2.032304
0.612000,1.609126
0.616000,2.036950
0.620000,2.565825
0.624000,2.023605
0.628000,0.950645
0.632000,1.480780
0.636000,2.067432
0.640000,2.616724
0.644000,1.407231
0.648000,1.727799
0.652000,1.993172
0.656000,1.775990
0.660000,-0.116859
0.664000,-0.381362
0.668000,0.514954
0.672000,0.256888
0.676000,-0.881929
0.680000,-0.623478
0.684000,0.566307
0.688000,1.517863
0.692000,0.990795
0.696000,-0.024157
0.700000,1.475872
0.704000,2.270068
0.708000,1.344383
0.712000,0.548486
0.716000,1.248237
0.720000,2.484313
0.724000,2.202105
0.728000,1.226258
0.732000,2.179233
0.736000,3.531966
0.740000,2.770566
0.744000,1.441905
0.748000,0.985813
0.752000,1.540417
0.756000,1.126750
0.760000,-0.446003
0.764000,-1.108156
0.768000,0.416349
0.772000,1.045913
0.776000,-0.101518
0.780000,0.145507
0.784000,0.946451
0.788000,1.821448
0.792000,0.814106
0.796000,-0.084938
0.800000,0.591452
0.804000,1.807433
0.808000,1.107756
0.812000,0.412529
0.816000,1.733331
0.820000,3.034878
0.824000,3.023909
0.828000,1.748763
0.832000,1.976199
0.836000,2.724073
0.840000,1.911830
0.844000,0.446889
0.848000,0.336578
0.852000,1.149044
0.856000,1.051535
0.860000,-0.347551
0.864000,-0.519753
0.868000,0.819930
0.872000,1.304708
0.876000,0.449078
0.880000,-0.469728
0.884000,0.380887
0.888000,1.051829
0.892000,0.386975
0.896000,-0.694559
0.900000,0.622576
0.904000,1.573326
0.908000,1.417616
0.912000,0.743052
0.916000,2.318772
0.920000,3.222099
0.924000,2.608036
0.928000,1.620518
0.932000,1.360593
0.936000,1.872748
0.940000,1.394963
0.944000,0.247702
0.948000,0.296736
0.952000,1.071557
0.956000,0.795648
0.960000,0.022524
0.964000,0.025782
0.968000,0.733043
0.972000,0.990005
0.976000,-0.466442
0.980000,-1.302550
0.984000,-0.080950
0.988000,0.429583
0.992000,-0.172337
0.996000,-0.748301
1.000000,0.862033
1.004000,1.807642
1.008000,1.534000
1.012000,0.848345
1.016000,1.715461
1.020000,2.606609
1.024000,1.799755
1.028000,0.712475
1.032000,0.369818
1.036000,1.953142
1.040000,1.249410
1.044000,0.100038
1.048000,0.517371
1.052000,1.442108
1.056000,1.130260
1.060000,-0.180375
1.064000,-0.702323
1.068000,0.224149
1.072000,0.468164
1.076000,-1.356055
1.080000,-1.792799
1.084000,-0.480436
1.088000,0.878065
1.092000,0.207401
1.096000,-0.471891
1.100000,1.031293
1.104000,2.255613
1.108000,1.353883
1.112000,0.710879
1.116000,0.644563
1.120000,1.556373
1.124000,1.155247
1.128000,0.495478
1.132000,0.404346
1.136000,1.884392
1.140000,1.479657
1.144000,0.569454
1.148000,0.111255
1.152000,1.459407
1.156000,0.424152
1.160000,-1.013513
1.164000,-1.621488
1.168000,-0.890642
1.172000,-0.504564
1.176000,-1.552736
1.180000,-1.606711
1.184000,-0.526897
1.188000,1.039527
1.192000,0.526750
1.196000,-0.572561
1.200000,0.640496
1.204000,1.309611
1.208000,0.272672
1.212000,-0.436902
1.216000,0.134232
1.220000,1.336784
1.224000,1.416052
1.228000,0.655003
1.232000,0.676850
1.236000,1.663255
1.240000,1.359224
1.244000,0.365067
1.248000,-0.113785
1.252000,0.362729
1.256000,-0.032343
1.260000,-1.627859
1.264000,-2.016813
1.268000,-0.818245
1.272000,-0.275235
1.276000,-0.803787
1.280000,-1.206199
1.284000,-0.488011
1.288000,0.345432
1.292000,-0.441796
1.296000,-1.138905
1.300000,-0.076054
1.304000,0.382063
1.308000,-0.207310
1.312000,-1.049029
1.316000,0.117593
1.320000,1.346939
1.324000,1.408247
1.328000,0.703024
1.332000,0.950959
1.336000,1.259452
1.340000,1.122253
1.344000,-1.143199
1.348000,-1.008760
1.352000,-0.217789
1.356000,-0.840169
1.360000,-1.544643
1.364000,-1.782943
1.368000,-0.636801
1.372000,-0.284902
1.376000,-0.991699
1.380000,-1.637287
1.384000,-0.821717
1.388000,-0.263771
1.392000,-1.105012
1.396000,-1.869102
1.400000,-0.810525
1.404000,0.356097
1.408000,-0.013086
1.412000,-0.504050
1.416000,0.509856
1.420000,1.872856
1.424000,1.168167
1.428000,-0.057281
1.432000,0.182152
1.436000,0.821514
1.440000,0.350456
1.444000,-1.313504
1.448000,-1.450778
1.452000,-0.282717
1.456000,-0.524470
1.460000,-1.542276
1.464000,-1.186678
1.468000,-0.417909
1.472000,-0.751699
1.476000,-2.199294
1.480000,-2.266437
1.484000,-1.703630
1.488000,-0.785894
1.492000,-1.802986
1.496000,-1.813239
1.500000,-0.443137
1.504000,0.893114
1.508000,0.356789
1.512000,-0.087692
1.516000,0.075009
1.520000,0.780348
1.524000,0.434280
1.528000,-0.908832
1.532000,-0.323060
1.536000,-0.120971
1.540000,-0.052567
1.544000,-1.131631
1.548000,-1.252444
1.552000,-0.009081
1.556000,-0.024326
1.560000,-1.810470
1.564000,-2.046551
1.568000,-1.683386
1.572000,-1.359482
1.576000,-2.757599
1.580000,-2.836761
1.584000,-1.956528
1.588000,-1.393361
1.592000,-1.160650
1.596000,-1.864125
1.600000,-0.377805
1.604000,0.791524
1.608000,-0.272180
1.612000,-0.757149
1.616000,-0.309179
1.620000,0.392819
1.624000,-0.198339
1.628000,-1.414674
1.632000,-0.795594
1.636000,0.494149
1.640000,0.314452
1.644000,-0.661466
1.648000,-1.278117
1.652000,-0.287348
1.656000,-0.396207
1.660000,-1.983769
1.664000,-2.544292
1.668000,-2.185682
1.672000,-1.809897
1.676000,-2.868000
1.680000,-3.041520
1.684000,-1.460938
1.688000,-0.582002
1.692000,-0.854406
1.696000,-1.552995
1.700000,-0.729269
1.704000,0.144734
1.708000,-0.574355
1.712000,-1.532458
1.716000,-0.544480
1.720000,-0.222010
1.724000,-0.074540
1.728000,-0.860100
1.732000,-0.482516
1.736000,0.716638
1.740000,0.295332
1.744000,-1.014120
1.748000,-1.172363
1.752000,-0.734873
1.756000,-1.269907
1.760000,-2.799558
1.764000,-2.805391
1.768000,-1.619134
1.772000,-1.155468
1.776000,-2.206941
1.780000,-1.777228
1.784000,-1.492018
1.788000,-0.360734
1.792000,-1.526600
1.796000,-2.033083
1.800000,-1.596287
1.804000,-0.609389
1.808000,-1.079489
1.812000,-1.437745
1.816000,-1.036527
1.820000,0.673064
1.824000,0.706146
1.828000,-0.712740
1.832000,-0.354239
1.836000,0.662080
1.840000,0.182269
1.844000,-1.584553
1.848000,-1.763426
1.852000,-0.764535
1.856000,-1.087500
1.860000,-2.412312
1.864000,-2.705731
1.868000,-1.602082
1.872000,-1.302815
1.876000,-1.925962
1.880000,-2.621782
1.884000,-1.497052
1.888000,-1.394364
1.892000,-2.411798
1.896000,-2.400276
1.900000,-1.642279
1.904000,-0.202920
1.908000,-0.733607
1.912000,-1.343591
1.916000,-0.355594
1.920000,1.205226
1.924000,0.537563
1.928000,-0.964155
1.932000,-0.400989
1.936000,0.050790
1.940000,-0.255815
1.944000,-1.773629
1.948000,-2.320279
1.952000,-0.900203
1.956000,-0.731498
1.960000,-1.507297
1.964000,-2.314459
1.968000,-1.009202
1.972000,-1.012306
1.976000,-2.328662
1.980000,-3.000283
1.984000,-2.104041
1.988000,-1.782447
1.992000,-2.009740
1.996000,-2.390031
2.000000,-1.292225
2.004000,0.271584
2.008000,0.255500
2.012000,-1.047076
2.016000,0.076935
2.020000,0.901743
2.024000,0.158709
2.028000,-1.302434
2.032000,-1.584731
2.036000,-0.493738
2.040000,-0.091914
2.044000,-1.331912
2.048000,-1.330911
2.052000,-0.186170
2.056000,-0.093840
2.060000,-1.474829
2.064000,-2.204439
2.068000,-1.954694
2.072000,-1.287929
2.076000,-2.910222
2.080000,-3.054100
2.084000,-2.337899
2.088000,-1.490638
2.092000,-1.612995
2.096000,-1.708723
2.100000,-0.633113
2.104000,0.550518
2.108000,0.270779
2.112000,-0.919970
2.116000,-0.300971
2.120000,0.182358
2.124000,-0.018847
2.128000,-1.150826
2.132000,-0.774770
2.136000,0.604009
2.140000,0.712523
2.144000,-0.472369
2.148000,-0.658944
2.152000,-0.183503
