timestamp,signal
0.000000,0.231570
0.004000,1.226667
0.008000,0.633013
0.012000,0.460102
0.016000,1.373162
0.020000,2.057837
0.024000,1.788161
0.028000,0.758574
0.032000,1.024862
0.036000,1.845164
0.040000,1.722651
0.044000,0.103301
0.048000,0.475733
0.052000,2.016664
0.056000,1.627470
0.060000,0.917021
0.064000,0.922040
0.068000,2.348614
0.072000,2.523491
0.076000,1.749699
0.080000,1.253685
0.084000,2.319958
0.088000,2.734510
0.092000,1.830177
0.096000,0.636871
0.100000,1.273445
0.104000,1.243178
0.108000,0.479408
0.112000,-0.433603
0.116000,-0.135473
0.120000,0.620382
0.124000,0.434054
0.128000,-0.248712
0.132000,0.118467
0.136000,1.512939
0.140000,1.143730
0.144000,0.380495
0.148000,0.557469
0.152000,1.426109
0.156000,1.556085
0.160000,0.218181
0.164000,0.416486
0.168000,0.779933
0.172000,1.619460
0.176000,0.091914
0.180000,-0.138372
0.184000,0.747968
0.188000,1.172707
0.192000,1.083485
0.196000,0.517952
0.200000,1.530811
0.204000,2.819668
0.208000,2.390805
0.212000,1.822353
0.216000,2.607774
0.220000,3.521885
0.224000,3.333184
0.228000,2.141898
0.232000,2.378700
0.236000,2.921547
0.240000,3.005959
0.244000,1.520595
0.248000,1.467017
0.252000,2.723383
0.256000,2.602509
0.260000,1.827035
0.264000,1.732584
0.268000,3.119672
0.272000,3.168925
0.276000,1.960478
0.280000,2.080784
0.284000,2.790376
0.288000,3.444348
0.292000,1.759816
0.296000,0.989445
0.300000,1.648169
0.304000,1.943414
0.308000,0.827270
0.312000,-0.022425
0.316000,0.258493
0.320000,0.576953
0.324000,0.900445
0.328000,-0.648084
0.332000,0.109930
0.336000,1.092085
0.340000,0.822333
0.344000,0.040372
0.348000,-0.098333
0.352000,1.150561
0.356000,1.348889
0.360000,-0.400285
0.364000,-0.416879
0.368000,0.233865
0.372000,0.822191
0.376000,-0.900165
0.380000,-0.967212
0.384000,0.142771
0.388000,0.656730
0.392000,-0.172905
0.396000,-0.573919
0.400000,0.618659
0.404000,1.629322
0.408000,1.102698
0.412000,0.724449
0.416000,1.011638
0.420000,2.322597
0.424000,1.413482
0.428000,0.169859
0.432000,0.708725
0.436000,1.776764
0.440000,1.432545
0.444000,0.107305
0.448000,0.342723
0.452000,1.201221
0.456000,0.712487
0.460000,0.271492
0.464000,-0.427436
0.468000,1.439760
0.472000,1.849246
0.476000,0.747746
0.480000,0.051153
0.484000,1.273885
0.488000,1.450804
0.492000,0.493251
0.496000,-0.850438
0.500000,-0.364919
0.504000,-0.243414
0.508000,-0.924309
